date,state,dataQualityGrade,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-10-27,NY,B,25758.0,,16,,89995.0,89995.0,1083.0,0,,233.0,,0,,,,,120.0,498646,,1991,0,,,,,,79230.0,13945858,111618,13945858,111618,,,,,,0,,0
2020-10-28,NY,B,25773.0,,15,,89995.0,89995.0,1085.0,0,,236.0,,0,,,,,120.0,500677,,2031,0,,,,,,79366.0,14075518,129660,14075518,129660,,,,,,0,,0
2020-10-29,NY,B,25792.0,,19,,89995.0,89995.0,1085.0,0,,237.0,,0,,,,,114.0,503176,,2499,0,,,,,,79501.0,14243871,168353,14243871,168353,,,,,,0,,0
2020-10-30,NY,B,25804.0,,12,,89995.0,89995.0,1085.0,0,,243.0,,0,,,,,116.0,505431,,2255,0,,,,,,79621.0,14390756,146885,14390756,146885,,,,,,0,,0
2020-10-31,NY,B,25807.0,,3,,89995.0,89995.0,1121.0,0,,248.0,,0,,,,,122.0,507480,,2049,0,,,,,,79717.0,14527718,136962,14527718,136962,,,,,,0,,0
2020-11-01,NY,B,25824.0,,17,,89995.0,89995.0,1125.0,0,,259.0,,0,,,,,117.0,509735,,2255,0,,,,,,79831.0,14676653,148935,14676653,148935,,,,,,0,,0
2020-11-02,NY,B,25838.0,,14,,89995.0,89995.0,1151.0,0,,276.0,,0,,,,,117.0,511368,,1633,0,,,,,,79831.0,14772754,96101,14772754,96101,,,,,,0,,0
2020-11-03,NY,B,25853.0,,15,,89995.0,89995.0,1227.0,0,,268.0,,0,,,,,120.0,513689,,2321,0,,,,,,79990.0,14900623,127869,14900623,127869,,,,,,0,,0
2020-11-04,NY,B,25868.0,,15,,89995.0,89995.0,1253.0,0,,284.0,,0,,,,,129.0,515815,,2126,0,,,,,,80109.0,15034157,133534,15034157,133534,,,,,,0,,0
2020-11-05,NY,B,25892.0,,24,,89995.0,89995.0,1277.0,0,,268.0,,0,,,,,128.0,518812,,2997,0,,,,,,80225.0,15195176,161019,15195176,161019,,,,,,0,,0
2020-11-06,NY,B,25910.0,,18,,89995.0,89995.0,1321.0,0,,285.0,,0,,,,,129.0,522021,,3209,0,,,,,,80368.0,15355881,160705,15355881,160705,,,,,,0,,0
2020-11-07,NY,B,25928.0,,18,,89995.0,89995.0,1381.0,0,,308.0,,0,,,,,138.0,525608,,3587,0,,,,,,80494.0,15519172,163291,15519172,163291,,,,,,0,,0
2020-11-08,NY,B,25947.0,,19,,89995.0,89995.0,1396.0,0,,295.0,,0,,,,,131.0,529036,,3428,0,,,,,,80646.0,15664814,145642,15664814,145642,,,,,,0,,0
2020-11-09,NY,B,25973.0,,26,,89995.0,89995.0,1444.0,0,,282.0,,0,,,,,125.0,532180,,3144,0,,,,,,80764.0,15776230,111416,15776230,111416,,,,,,0,,0
2020-11-10,NY,B,26005.0,,32,,89995.0,89995.0,1548.0,0,,296.0,,0,,,,,128.0,536145,,3965,0,,,,,,80854.0,15904266,128036,15904266,128036,,,,,,0,,0
2020-11-11,NY,B,26026.0,,21,,89995.0,89995.0,1628.0,0,,304.0,,0,,,,,135.0,540965,,4820,0,,,,,,81020.0,16068566,164300,16068566,164300,,,,,,0,,0
2020-11-12,NY,B,26055.0,,29,,89995.0,89995.0,1677.0,0,,308.0,,0,,,,,136.0,545762,,4797,0,,,,,,81198.0,16231193,162627,16231193,162627,,,,,,0,,0
2020-11-13,NY,B,26079.0,,24,,89995.0,89995.0,1737.0,0,,331.0,,0,,,,,137.0,551163,,5401,0,,,,,,81390.0,16434914,203721,16434914,203721,,,,,,0,,0
2020-11-14,NY,B,26103.0,,24,,89995.0,89995.0,1788.0,0,,367.0,,0,,,,,146.0,556551,,5388,0,,,,,,81585.0,16619076,184162,16619076,184162,,,,,,0,,0
2020-11-15,NY,B,26133.0,,30,,89995.0,89995.0,1845.0,0,,378.0,,0,,,,,158.0,560200,,3649,0,,,,,,81788.0,16752278,133202,16752278,133202,,,,,,0,,0
2020-11-16,NY,B,26159.0,,26,,89995.0,89995.0,1968.0,0,,391.0,,0,,,,,158.0,563690,,3490,0,,,,,,81908.0,16876843,124565,16876843,124565,,,,,,0,,0
2020-11-17,NY,B,26189.0,,30,,89995.0,89995.0,2124.0,0,,408.0,,0,,,,,176.0,568778,,5088,0,,,,,,82022.0,17036695,159852,17036695,159852,,,,,,0,,0
2020-11-18,NY,B,26225.0,,36,,89995.0,89995.0,2202.0,0,,423.0,,0,,,,,176.0,574072,,5294,0,,,,,,82022.0,17191129,154434,17191129,154434,,,,,,0,,0
2020-11-19,NY,B,26257.0,,32,,89995.0,89995.0,2276.0,0,,437.0,,0,,,,,200.0,579382,,5310,0,,,,,,82507.0,17386368,195239,17386368,195239,,,,,,0,,0
2020-11-20,NY,B,26292.0,,35,,89995.0,89995.0,2348.0,0,,445.0,,0,,,,,205.0,584850,,5468,0,,,,,,82766.0,17591834,205466,17591834,205466,,,,,,0,,0
2020-11-21,NY,B,26326.0,,34,,89995.0,89995.0,2443.0,0,,467.0,,0,,,,,212.0,590822,,5972,0,,,,,,83031.0,17799741,207907,17799741,207907,,,,,,0,,0
2020-11-22,NY,B,26357.0,,31,,89995.0,89995.0,2562.0,0,,502.0,,0,,,,,234.0,596214,,5392,0,,,,,,83307.0,17996351,196610,17996351,196610,,,,,,0,,0
2020-11-23,NY,B,26390.0,,33,,89995.0,89995.0,2724.0,0,,545.0,,0,,,,,234.0,602120,,5906,0,,,,,,83307.0,18187840,191489,18187840,191489,,,,,,0,,0
2020-11-24,NY,B,26441.0,,51,,89995.0,89995.0,2856.0,0,,559.0,,0,,,,,263.0,607001,,4881,0,,,,,,83701.0,18352601,164761,18352601,164761,,,,,,0,,0
2020-11-25,NY,B,26482.0,,41,,89995.0,89995.0,2982.0,0,,596.0,,0,,,,,277.0,613266,,6265,0,,,,,,84001.0,18525686,173085,18525686,173085,,,,,,0,,0
2020-11-26,NY,B,26549.0,,67,,89995.0,89995.0,3056.0,0,,628.0,,0,,,,,286.0,620199,,6933,0,,,,,,84339.0,18743407,217721,18743407,217721,,,,,,0,,0
2020-11-27,NY,B,26588.0,,39,,89995.0,89995.0,3103.0,0,,636.0,,0,,,,,294.0,628375,,8176,0,,,,,,84723.0,18962849,219442,18962849,219442,,,,,,0,,0
2020-11-28,NY,B,26632.0,,44,,89995.0,89995.0,3287.0,0,,654.0,,0,,,,,331.0,634438,,6063,0,,,,,,84938.0,19115204,152355,19115204,152355,,,,,,0,,0
2020-11-29,NY,B,26690.0,,58,,89995.0,89995.0,3372.0,0,,667.0,,0,,,,,326.0,641161,,6723,0,,,,,,85287.0,19272524,157320,19272524,157320,,,,,,0,,0
2020-11-30,NY,B,26747.0,,57,,89995.0,89995.0,3532.0,0,,681.0,,0,,,,,325.0,647980,,6819,0,,,,,,85556.0,19421498,148974,19421498,148974,,,,,,0,,0
2020-12-01,NY,B,26816.0,,69,,89995.0,89995.0,3774.0,0,,718.0,,0,,,,,348.0,655265,,7285,0,,,,,,85808.0,19568173,146675,19568173,146675,,,,,,0,,0
2020-12-02,NY,B,26889.0,,73,,89995.0,89995.0,3924.0,0,,742.0,,0,,,,,373.0,664238,,8973,0,,,,,,86201.0,19761724,193551,19761724,193551,,,,,,0,,0
2020-12-03,NY,B,26955.0,,66,,89995.0,89995.0,4063.0,0,,783.0,,0,,,,,373.0,674093,,9855,0,,,,,,86201.0,19965164,203440,19965164,203440,,,,,,0,,0
2020-12-04,NY,B,27017.0,,62,,89995.0,89995.0,4222.0,0,,795.0,,0,,,,,377.0,685364,,11271,0,,,,,,86638.0,20173461,208297,20173461,208297,,,,,,0,,0
2020-12-05,NY,B,27089.0,,72,,89995.0,89995.0,4318.0,0,,825.0,,0,,,,,435.0,696125,,10761,0,,,,,,87473.0,20388862,215401,20388862,215401,,,,,,0,,0
2020-12-06,NY,B,27149.0,,60,,89995.0,89995.0,4442.0,0,,850.0,,0,,,,,464.0,705827,,9702,0,,,,,,87949.0,20594694,205832,20594694,205832,,,,,,0,,0
2020-12-07,NY,B,27232.0,,83,,89995.0,89995.0,4602.0,0,,872.0,,0,,,,,464.0,713129,,7302,0,,,,,,87949.0,20746981,152287,20746981,152287,,,,,,0,,0
2020-12-08,NY,B,27307.0,,75,,89995.0,89995.0,4835.0,0,,906.0,,0,,,,,493.0,722464,,9335,0,,,,,,88584.0,20909445,162464,20909445,162464,,,,,,0,,0
2020-12-09,NY,A,27404.0,,97,,89995.0,89995.0,4993.0,0,,952.0,,0,,,,,521.0,733064,,10600,0,,,,,,89089.0,21104040,194595,21104040,194595,,,,,,0,,0
2020-12-10,NY,A,27498.0,,94,,89995.0,89995.0,5164.0,0,,994.0,,0,,,,,539.0,743242,,10178,0,,,,,,89600.0,21301446,197406,21301446,197406,,,,,,0,,0
2020-12-11,NY,A,27587.0,,89,,89995.0,89995.0,5321.0,0,,1007.0,,0,,,,,546.0,753837,,10595,0,,,,,,90152.0,21514118,212672,21514118,212672,,,,,,0,,0
2020-12-12,NY,A,27675.0,,88,,89995.0,89995.0,5359.0,0,,1029.0,,0,,,,,563.0,764966,,11129,0,,,,,,90747.0,21757045,242927,21757045,242927,,,,,,0,,0
2020-12-13,NY,A,27785.0,,110,,89995.0,89995.0,5410.0,0,,1009.0,,0,,,,,567.0,775160,,10194,0,,,,,,91366.0,21962295,205250,21962295,205250,,,,,,0,,0
2020-12-14,NY,A,27870.0,,85,,89995.0,89995.0,5712.0,0,,1040.0,,0,,,,,567.0,784204,,9044,0,,,,,,91366.0,22122139,159844,22122139,159844,,,,,,0,,0
2020-12-15,NY,A,28002.0,,132,,89995.0,89995.0,5982.0,0,,1065.0,,0,,,,,580.0,794557,,10353,0,,,,,,92136.0,22316327,194188,22316327,194188,,,,,,0,,0
2020-12-16,NY,B,28100.0,,98,,89995.0,89995.0,6097.0,0,,1098.0,,0,,,,,611.0,804555,,9998,0,,,,,,92735.0,22477274,160947,22477274,160947,,,,,,0,,0
2020-12-17,NY,B,28222.0,,122,,89995.0,89995.0,6147.0,0,,1095.0,,0,,,,,611.0,815469,,10914,0,,,,,,93418.0,22680046,202772,22680046,202772,,,,,,0,,0
2020-12-18,NY,B,28344.0,,122,,89995.0,89995.0,6081.0,0,,1068.0,,0,,,,,592.0,828166,,12697,0,,,,,,94057.0,22929431,249385,22929431,249385,,,,,,0,,0
2020-12-19,NY,B,28474.0,,130,,89995.0,89995.0,6208.0,0,,1088.0,,0,,,,,610.0,838085,,9919,0,,,,,,94579.0,23120907,191476,23120907,191476,,,,,,0,,0
2020-12-20,NY,B,28598.0,,124,,89995.0,89995.0,6185.0,0,,1045.0,,0,,,,,600.0,848042,,9957,0,,,,,,94579.0,23318158,197251,23318158,197251,,,,,,0,,0
2020-12-21,NY,B,28709.0,,111,,89995.0,89995.0,6331.0,0,,1095.0,,0,,,,,613.0,857049,,9007,0,,,,,,95779.0,23474668,156510,23474668,156510,,,,,,0,,0
2020-12-22,NY,B,28850.0,,141,,89995.0,89995.0,6661.0,0,,1126.0,,0,,,,,614.0,866765,,9716,0,,,,,,96185.0,23639536,164868,23639536,164868,,,,,,0,,0
2020-12-23,NY,B,29016.0,,166,,89995.0,89995.0,6864.0,0,,1166.0,,0,,,,,633.0,878702,,11937,0,,,,,,96857.0,23843897,204361,23843897,204361,,,,,,0,,0
2020-12-24,NY,B,29149.0,,133,,89995.0,89995.0,6928.0,0,,1160.0,,0,,,,,621.0,891270,,12568,0,,,,,,97600.0,24070193,226296,24070193,226296,,,,,,0,,0
2020-12-25,NY,B,29270.0,,121,,89995.0,89995.0,6950.0,0,,1148.0,,0,,,,,621.0,903716,,12446,0,,,,,,98350.0,24296753,226560,24296753,226560,,,,,,0,,0
2020-12-26,NY,B,29396.0,,126,,89995.0,89995.0,6884.0,0,,1129.0,,0,,,,,638.0,914522,,10806,0,,,,,,99156.0,24498195,201442,24498195,201442,,,,,,0,,0
2020-12-27,NY,B,29511.0,,115,,89995.0,89995.0,7183.0,0,,1187.0,,0,,,,,687.0,922145,,7623,0,,,,,,99583.0,24628494,130299,24628494,130299,,,,,,0,,0
2020-12-28,NY,B,29629.0,,118,,89995.0,89995.0,7559.0,0,,1222.0,,0,,,,,717.0,932552,,10407,0,,,,,,100008.0,24753360,124866,24753360,124866,,,,,,0,,0
2020-12-29,NY,B,29756.0,,127,,89995.0,89995.0,7814.0,0,,1224.0,,0,,,,,711.0,943990,,11438,0,,,,,,100442.0,24913524,160164,24913524,160164,,,,,,0,,0
2020-12-30,NY,B,29905.0,,149,,89995.0,89995.0,7892.0,0,,1250.0,,0,,,,,702.0,957412,,13422,0,,,,,,101295.0,25068473,154949,25068473,154949,,,,,,0,,0
2020-12-31,NY,B,30040.0,,135,,89995.0,89995.0,7935.0,0,,1276.0,,0,,,,,723.0,974214,,16802,0,,,,,,102129.0,25285060,216587,25285060,216587,,,,,,0,,0
2021-01-01,NY,B,30208.0,,168,,89995.0,89995.0,7886.0,0,,1292.0,,0,,,,,776.0,990711,,16497,0,,,,,,102968.0,25504313,219253,25504313,219253,,,,,,0,,0
2021-01-02,NY,B,30337.0,,129,,89995.0,89995.0,7814.0,0,,1321.0,,0,,,,,786.0,1005785,,15074,0,,,,,,103828.0,25706759,202446,25706759,202446,,,,,,0,,0
2021-01-03,NY,B,30476.0,,139,,89995.0,89995.0,7963.0,0,,1344.0,,0,,,,,815.0,1017153,,11368,0,,,,,,104402.0,25849104,142345,25849104,142345,,,,,,0,,0
2021-01-04,NY,B,30648.0,,172,,89995.0,89995.0,8251.0,0,,1357.0,,0,,,,,843.0,1028362,,11209,0,,,,,,104939.0,25983464,134360,25983464,134360,,,,,,0,,0
2021-01-05,NY,B,30802.0,,154,,89995.0,89995.0,8590.0,0,,1392.0,,0,,,,,851.0,1041028,,12666,0,,,,,,105379.0,26135866,152402,26135866,152402,,,,,,0,,0
2021-01-06,NY,B,30965.0,,163,,89995.0,89995.0,8665.0,0,,1408.0,,0,,,,,851.0,1057676,,16648,0,,,,,,105379.0,26333682,197816,26333682,197816,,,,,,0,,0
2021-01-07,NY,B,31164.0,,199,,89995.0,89995.0,8548.0,0,,1424.0,,0,,,,,859.0,1075312,,17636,0,,,,,,107243.0,26572232,238550,26572232,238550,,,,,,0,,0
2021-01-08,NY,B,31329.0,,165,,89995.0,89995.0,8561.0,0,,1475.0,,0,,,,,912.0,1094144,,18832,0,,,,,,108144.0,26816135,243903,26816135,243903,,,,,,0,,0
2021-01-09,NY,B,31519.0,,190,,89995.0,89995.0,8527.0,0,,1428.0,,0,,,,,876.0,1111087,,16943,0,,,,,,109035.0,27074166,258031,27074166,258031,,,,,,0,,0
2021-01-10,NY,B,31672.0,,153,,89995.0,89995.0,8484.0,0,,1436.0,,0,,,,,892.0,1126442,,15355,0,,,,,,109982.0,27321002,246836,27321002,246836,,,,,,0,,0
2021-01-11,NY,B,31841.0,,169,,89995.0,89995.0,8645.0,0,,1426.0,,0,,,,,891.0,1140156,,13714,0,,,,,,110600.0,27524906,203904,27524906,203904,,,,,,0,,0
2021-01-12,NY,B,32007.0,,166,,89995.0,89995.0,8926.0,0,,1492.0,,0,,,,,909.0,1155370,,15214,0,,,,,,111141.0,27721577,196671,27721577,196671,,,,,,0,,0
2021-01-13,NY,B,32175.0,,168,,89995.0,89995.0,8929.0,0,,1501.0,,0,,,,,924.0,1169947,,14577,0,,,,,,112023.0,27918445,196868,27918445,196868,,,,,,0,,0
2021-01-14,NY,B,32379.0,,204,,89995.0,89995.0,8823.0,0,,1536.0,,0,,,,,956.0,1183608,,13661,0,,,,,,112979.0,28131034,212589,28131034,212589,,,,,,0,,0
2021-01-15,NY,B,32566.0,,187,,89995.0,89995.0,8808.0,0,,1570.0,,0,,,,,962.0,1203550,,19942,0,,,,,,113919.0,28455705,324671,28455705,324671,,,,,,0,,0
2021-01-16,NY,B,32725.0,,159,,89995.0,89995.0,8888.0,0,,1580.0,,0,,,,,983.0,1219548,,15998,0,,,,,,114868.0,28732991,277286,28732991,277286,,,,,,0,,0
2021-01-17,NY,B,32897.0,,172,,89995.0,89995.0,8771.0,0,,1550.0,,0,,,,,1004.0,1233390,,13842,0,,,,,,115901.0,28979498,246507,28979498,246507,,,,,,0,,0
2021-01-18,NY,B,33052.0,,155,,89995.0,89995.0,8868.0,0,,1523.0,,0,,,,,997.0,1245575,,12185,0,,,,,,116502.0,29165703,186205,29165703,186205,,,,,,0,,0
2021-01-19,NY,B,33224.0,,172,,89995.0,89995.0,9236.0,0,,1614.0,,0,,,,,1049.0,1258087,,12512,0,,,,,,117052.0,29342972,177269,29342972,177269,,,,,,0,,0
2021-01-20,NY,B,33415.0,,191,,89995.0,89995.0,9273.0,0,,1621.0,,0,,,,,1044.0,1271451,,13364,0,,,,,,117882.0,29538381,195409,29538381,195409,,,,,,0,,0
2021-01-21,NY,B,33594.0,,179,,89995.0,89995.0,9055.0,0,,1560.0,,0,,,,,1011.0,1285337,,13886,0,,,,,,118889.0,29762950,224569,29762950,224569,,,,,,0,,0
2021-01-22,NY,B,33763.0,,169,,89995.0,89995.0,8846.0,0,,1546.0,,0,,,,,992.0,1300481,,15144,0,,,,,,119953.0,30030951,268001,30030951,268001,,,,,,0,,0
2021-01-23,NY,B,33907.0,,144,,89995.0,89995.0,8802.0,0,,1562.0,,0,,,,,1023.0,1314267,,13786,0,,,,,,120901.0,30293057,262106,30293057,262106,,,,,,0,,0
2021-01-24,NY,B,34069.0,,162,,89995.0,89995.0,8613.0,0,,1527.0,,0,,,,,997.0,1326987,,12720,0,,,,,,121923.0,30543012,249955,30543012,249955,,,,,,0,,0
2021-01-25,NY,B,34242.0,,173,,89995.0,89995.0,8730.0,0,,1522.0,,0,,,,,1005.0,1338990,,12003,0,,,,,,122544.0,30762550,219538,30762550,219538,,,,,,0,,0
2021-01-26,NY,B,34407.0,,165,,89995.0,89995.0,8831.0,0,,1544.0,,0,,,,,1006.0,1350054,,11064,0,,,,,,123094.0,30925488,162938,30925488,162938,,,,,,0,,0
2021-01-27,NY,B,34579.0,,172,,89995.0,89995.0,8771.0,0,,1558.0,,0,,,,,1027.0,1361082,,11028,0,,,,,,124003.0,31128149,202661,31128149,202661,,,,,,0,,0
2021-01-28,NY,A,34742.0,,163,,89995.0,89995.0,8520.0,0,,1584.0,,0,,,,,1024.0,1374480,,13398,0,,,,,,124976.0,31378817,250668,31378817,250668,,,,,,0,,0
2021-01-29,NY,A,34893.0,,151,,89995.0,89995.0,8357.0,0,,1543.0,,0,,,,,1012.0,1387059,,12579,0,,,,,,125909.0,31649335,270518,31649335,270518,,,,,,0,,0
2021-01-30,NY,A,35036.0,,143,,89995.0,89995.0,8176.0,0,,1551.0,,0,,,,,1017.0,1399863,,12804,0,,,,,,126842.0,31918685,269350,31918685,269350,,,,,,0,,0
2021-01-31,NY,A,35178.0,,142,,89995.0,89995.0,7976.0,0,,1534.0,,0,,,,,1008.0,1410656,,10793,0,,,,,,127798.0,32161751,243066,32161751,243066,,,,,,0,,0
2021-02-01,NY,A,35319.0,,141,,89995.0,89995.0,8003.0,0,,1500.0,,0,,,,,987.0,1419164,,8508,0,,,,,,128354.0,32336789,175038,32336789,175038,,,,,,0,,0
2021-02-02,NY,A,35466.0,,147,,89995.0,89995.0,8067.0,0,,1503.0,,0,,,,,1004.0,1427379,,8215,0,,,,,,128889.0,32486988,150199,32486988,150199,,,,,,0,,0
2021-02-03,NY,A,35631.0,,165,,89995.0,89995.0,8082.0,0,,1522.0,,0,,,,,1003.0,1433304,,5925,0,,,,,,129378.0,32613477,126489,32613477,126489,,,,,,0,,0
2021-02-04,NY,A,35767.0,,136,,89995.0,89995.0,7967.0,0,,1506.0,,0,,,,,986.0,1440718,,7414,0,,,,,,130302.0,32782663,169186,32782663,169186,,,,,,0,,0
2021-02-05,NY,A,35920.0,,153,,89995.0,89995.0,7937.0,0,,1516.0,,0,,,,,1000.0,1449495,,8777,0,,,,,,131165.0,32986290,203627,32986290,203627,,,,,,0,,0
2021-02-06,NY,A,36079.0,,159,,89995.0,89995.0,7804.0,0,,1481.0,,0,,,,,995.0,1460747,,11252,0,,,,,,132012.0,33247575,261285,33247575,261285,,,,,,0,,0
2021-02-07,NY,A,36224.0,,145,,89995.0,89995.0,7649.0,0,,1459.0,,0,,,,,979.0,1470772,,10025,0,,,,,,132905.0,33498467,250892,33498467,250892,,,,,,0,,0
2021-02-08,NY,A,36339.0,,115,,89995.0,89995.0,7716.0,0,,1454.0,,0,,,,,961.0,1479220,,8448,0,,,,,,133470.0,33695650,197183,33695650,197183,,,,,,0,,0
2021-02-09,NY,A,36481.0,,142,,89995.0,89995.0,7875.0,0,,1412.0,,0,,,,,971.0,1487086,,7866,0,,,,,,133869.0,33849298,153648,33849298,153648,,,,,,0,,0
2021-02-10,NY,A,36619.0,,138,,89995.0,89995.0,7593.0,0,,1423.0,,0,,,,,955.0,1494187,,7101,0,,,,,,134742.0,34026048,176750,34026048,176750,,,,,,0,,0
