date,state,dataQualityGrade,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-03-02,NY,,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,0,0,0,0,,,,,,0,,0
2020-03-03,NY,,,,0,,,,,0,,,,0,,,,,,1,,1,0,,,,,,,1,1,1,1,,,,,,0,,0
2020-03-04,NY,,,0.0,0,,,,,0,,,,0,,,,,,1,,0,0,,,,,,,10,9,10,9,,,,,,0,,0
2020-03-05,NY,,,,0,,,,,0,,,,0,,,,,,3,,2,0,,,,,,,30,20,30,20,,,,,,0,,0
2020-03-06,NY,,,,0,,,,,0,,,,0,,,,,,25,,22,0,,,,,,,122,92,122,92,,,,,,0,,0
2020-03-07,NY,,,,0,,,,,0,,,,0,,,,,,36,,11,0,,,,,,,188,66,188,66,,,,,,0,,0
2020-03-08,NY,,,,0,,,,,0,,,,0,,,,,,60,,24,0,,,,,,,388,200,388,200,,,,,,0,,0
2020-03-09,NY,,,,0,,,,,0,,,,0,,,,,,88,,28,0,,,,,,,695,307,695,307,,,,,,0,,0
2020-03-10,NY,,,,0,,,,,0,,,,0,,,,,,151,,63,0,,,,,,,1096,401,1096,401,,,,,,0,,0
2020-03-11,NY,,,,0,,,,,0,,,,0,,,,,,195,,44,0,,,,,,,1521,425,1521,425,,,,,,0,,0
2020-03-12,NY,,,,0,,,,,0,,,,0,,,,,,251,,56,0,,,,,,,2074,553,2074,553,,,,,,0,,0
2020-03-13,NY,,,,0,,,,,0,,,,0,,,,,,353,,102,0,,,,,,,2836,762,2836,762,,,,,,0,,0
2020-03-14,NY,,,,0,,,,,0,,,,0,,,,,,517,,164,0,,,,,,,4126,1290,4126,1290,,,,,,0,,0
2020-03-15,NY,,3.0,,3,,,,,0,,,,0,,,,,,648,,131,0,,,,,,,5419,1293,5419,1293,,,,,,0,,0
2020-03-16,NY,,7.0,,4,,,,,0,,,,0,,,,,,942,,294,0,,,,,,,7355,1936,7355,1936,,,,,,0,,0
2020-03-17,NY,,7.0,,0,,,,325.0,0,,,,0,,,,,,1374,,432,0,,,,,,,10262,2907,10262,2907,,,,,,0,,0
2020-03-18,NY,,12.0,,5,,,,416.0,0,,,,0,,,,,,2383,,1009,0,,,,,,,14815,4553,14815,4553,,,,,,0,,0
2020-03-19,NY,,12.0,,0,,,,617.0,0,,,,0,,,,,,4152,,1769,0,,,,,,,22513,7698,22513,7698,,,,,,0,,0
2020-03-20,NY,,35.0,,23,,,,1042.0,0,,,,0,,,,,,7102,,2950,0,,,,,,,32637,10124,32637,10124,,,,,,0,,0
2020-03-21,NY,,44.0,,9,,1531.0,1531.0,1436.0,1531,,,,0,,,,,,10356,,3254,0,,,,,,,45724,13087,45724,13087,,,,,,0,,0
2020-03-22,NY,,114.0,,70,,2354.0,2354.0,2043.0,823,,,,0,,,,,,15168,,4812,0,,,,,,,61753,16029,61753,16029,,,,,,0,,0
2020-03-23,NY,B,114.0,,0,,3125.0,3125.0,2629.0,771,,,,0,,,,,,20875,,5707,0,,,,,,,78565,16812,78565,16812,,,,,,0,,0
2020-03-24,NY,B,210.0,,96,,4041.0,4041.0,3343.0,916,,,,0,,,,,,25665,,4790,0,,,,,,,91517,12952,91517,12952,,,,,,0,,0
2020-03-25,NY,B,285.0,,75,,5126.0,5126.0,4079.0,1085,,,,0,,,,,,30810,,5145,0,,,,,,,103659,12142,103659,12142,,,,,,0,,0
2020-03-26,NY,B,385.0,,100,,6921.0,6921.0,5327.0,1795,,1290.0,,0,,,,,,37258,,6448,0,,,,,,,122310,18651,122310,18651,,,,,,0,,0
2020-03-27,NY,A,519.0,,134,,8732.0,8732.0,6481.0,1811,,1583.0,,0,,,,,,44637,,7379,0,,,,,,2045.0,138625,16315,138625,16315,,,,,,0,,0
2020-03-28,NY,A,728.0,,209,,10454.0,10454.0,7328.0,1722,,1755.0,,0,,,,,,52318,,7681,0,,,,,,2726.0,156069,17444,156069,17444,,,,,,0,,0
2020-03-29,NY,A,965.0,,237,,12695.0,12695.0,8503.0,2241,,2037.0,,0,,,,,,59513,,7195,0,,,,,,3572.0,172470,16401,172470,16401,,,,,,0,,0
2020-03-30,NY,A,1218.0,,253,,14578.0,14578.0,9517.0,1883,,2352.0,,0,,,,,,66497,,6984,0,,,,,,4204.0,186585,14115,186585,14115,,,,,,0,,0
2020-03-31,NY,A,1550.0,,332,,17085.0,17085.0,10929.0,2507,,2710.0,,0,,,,,,75795,,9298,0,,,,,,4975.0,205233,18648,205233,18648,,,,,,0,,0
2020-04-01,NY,A,1941.0,,391,,19929.0,19929.0,12226.0,2844,,3022.0,,0,,,,,,83712,,7917,0,,,,,,6142.0,220934,15701,220934,15701,,,,,,0,,0
2020-04-02,NY,A,2373.0,,432,,22786.0,22786.0,13383.0,2857,,3396.0,,0,,,,,,92381,,8669,0,,,,,,7434.0,238965,18031,238965,18031,,,,,,0,,0
2020-04-03,NY,A,2935.0,,562,,26210.0,26210.0,14810.0,3424,,3731.0,,0,,,,,,102863,,10482,0,,,,,,8886.0,260520,21555,260520,21555,,,,,,0,,0
2020-04-04,NY,A,3565.0,,630,,29471.0,29471.0,15905.0,3261,,4126.0,,0,,,,,,113704,,10841,0,,,,,,10478.0,283621,23101,283621,23101,,,,,,0,,0
2020-04-05,NY,A,4159.0,,594,,32293.0,32293.0,16479.0,2822,,4376.0,,0,,,,,,122031,,8327,0,,,,,,12187.0,302280,18659,302280,18659,,,,,,0,,0
2020-04-06,NY,A,4758.0,,599,,34377.0,34377.0,16837.0,2084,,4504.0,,0,,,,,,130689,,8658,0,,,,,,13366.0,320811,18531,320811,18531,,,,,,0,,0
2020-04-07,NY,A,5489.0,,731,,36932.0,36932.0,17493.0,2555,,4539.0,,0,,,,,,138863,,8174,0,,,,,,14590.0,340058,19247,340058,19247,,,,,,0,,0
2020-04-08,NY,A,6268.0,,779,,39982.0,39982.0,18079.0,3050,,4841.0,,0,,,,,,149316,,10453,0,,,,,,16353.0,365153,25095,365153,25095,,,,,,0,,0
2020-04-09,NY,A,7067.0,,799,,42852.0,42852.0,18279.0,2870,,4925.0,,0,,,,,,159937,,10621,0,,,,,,18297.0,391549,26396,391549,26396,,,,,,0,,0
2020-04-10,NY,A,7844.0,,777,,45768.0,45768.0,18569.0,2916,,4908.0,,0,,,,,,170512,,10575,0,,,,,,20249.0,417885,26336,417885,26336,,,,,,0,,0
2020-04-11,NY,A,8627.0,,783,,48297.0,48297.0,18654.0,2529,,5009.0,,0,,,,,,180458,,9946,0,,,,,,22025.0,440980,23095,440980,23095,,,,,,0,,0
2020-04-12,NY,A,9385.0,,758,,50919.0,50919.0,18707.0,2622,,5198.0,,0,,,,,,188694,,8236,0,,,,,,23887.0,461601,20621,461601,20621,,,,,,0,,0
2020-04-13,NY,A,10056.0,,671,,52936.0,52936.0,18825.0,2017,,5156.0,,0,,,,,,195031,,6337,0,,,,,,23887.0,478357,16756,478357,16756,,,,,,0,,0
2020-04-14,NY,A,10834.0,,778,,54653.0,54653.0,18697.0,1717,,5225.0,,0,,,,,,202208,,7177,0,,,,,,25589.0,499143,20786,499143,20786,,,,,,0,,0
2020-04-15,NY,A,11586.0,,752,,56968.0,56968.0,18335.0,2315,,5205.0,,0,,,,,,213779,,11571,0,,,,,,28004.0,526012,26869,526012,26869,,,,,,0,,0
2020-04-16,NY,A,12192.0,,606,,59052.0,59052.0,17735.0,2084,,5071.0,,0,,,,,,222284,,8505,0,,,,,,30800.0,550579,24567,550579,24567,,,,,,0,,0
2020-04-17,NY,A,12822.0,,630,,61120.0,61120.0,17316.0,2068,,5039.0,,0,,,,,,229642,,7358,0,,,,,,33392.0,573223,22644,573223,22644,,,,,,0,,0
2020-04-18,NY,A,13362.0,,540,,63103.0,63103.0,16967.0,1983,,4996.0,,0,,,,,,236732,,7090,0,,,,,,35458.0,596532,23309,596532,23309,,,,,,0,,0
2020-04-19,NY,A,13869.0,,507,,64550.0,64550.0,16213.0,1447,,4878.0,,0,,,,,,242786,,6054,0,,,,,,37596.0,617555,21023,617555,21023,,,,,,0,,0
2020-04-20,NY,A,14347.0,,478,,65969.0,65969.0,16103.0,1419,,4814.0,,0,,,,,,247512,,4726,0,,,,,,39085.0,633861,16306,633861,16306,,,,,,0,,0
2020-04-21,NY,A,14828.0,,481,,67271.0,67271.0,16135.0,1302,,4729.0,,0,,,,,,251690,,4178,0,,,,,,40482.0,649325,15464,649325,15464,,,,,,0,,0
2020-04-22,NY,A,15302.0,,474,,68773.0,68773.0,15599.0,1502,,4690.0,,0,,,,,,257216,,5526,0,,,,,,42308.0,669982,20657,669982,20657,,,,,,0,,0
2020-04-23,NY,A,15740.0,,438,,70182.0,70182.0,15021.0,1409,,4597.0,,0,,,,,,263460,,6244,0,,,,,,44244.0,695920,25938,695920,25938,,,,,,0,,0
2020-04-24,NY,A,16162.0,,422,,71373.0,71373.0,14258.0,1191,,4540.0,,0,,,,,,271590,,8130,0,,,,,,46156.0,730656,34736,730656,34736,,,,,,0,,0
2020-04-25,NY,B,16599.0,,437,,72444.0,72444.0,13524.0,1071,,4410.0,,0,,,,,,282143,,10553,0,,,,,,47935.0,777568,46912,777568,46912,,,,,,0,,0
2020-04-26,NY,B,16966.0,,367,,73540.0,73540.0,12839.0,1096,,4284.0,,0,,,,,,288045,,5902,0,,,,,,49687.0,805350,27782,805350,27782,,,,,,0,,0
2020-04-27,NY,B,17303.0,,337,,74602.0,74602.0,12819.0,1062,,4157.0,,0,,,,,,291996,,3951,0,,,,,,50751.0,826095,20745,826095,20745,,,,,,0,,0
2020-04-28,NY,B,17638.0,,335,,75362.0,75362.0,12646.0,760,,4071.0,,0,,,,,,295106,,3110,0,,,,,,51673.0,844994,18899,844994,18899,,,,,,0,,0
2020-04-29,NY,B,18015.0,,377,,76450.0,76450.0,12159.0,1088,,3923.0,,0,,,,,,299691,,4585,0,,,,,,53238.0,872481,27487,872481,27487,,,,,,0,,0
2020-04-30,NY,B,18321.0,,306,,77400.0,77400.0,11598.0,950,,3769.0,,0,,,,,,304372,,4681,0,,,,,,54771.0,900636,28155,900636,28155,,,,,,0,,0
2020-05-01,NY,B,18610.0,,289,,78224.0,78224.0,10993.0,824,,3640.0,,0,,,,,,308314,,3942,0,,,,,,56187.0,927438,26802,927438,26802,,,,,,0,,0
2020-05-02,NY,B,18909.0,,299,,78942.0,78942.0,10350.0,718,,3501.0,,0,,,,,,312977,,4663,0,,,,,,57540.0,959017,31579,959017,31579,,,,,,0,,0
2020-05-03,NY,B,19189.0,,280,,79768.0,79768.0,9786.0,826,,3430.0,,0,,,,,,316415,,3438,0,,,,,,58950.0,985911,26894,985911,26894,,,,,,0,,0
2020-05-04,NY,B,19415.0,,226,,80376.0,80376.0,9647.0,608,,3330.0,,0,,,,,,318953,,2538,0,,,,,,58950.0,1007310,21399,1007310,21399,,,,,,0,,0
2020-05-05,NY,B,19645.0,,230,,80918.0,80918.0,9600.0,542,,3281.0,,0,,,,,,321192,,2239,0,,,,,,58950.0,1028899,21589,1028899,21589,,,,,,0,,0
2020-05-06,NY,B,19877.0,,232,,81570.0,81570.0,9179.0,652,,3098.0,,0,,,,,,323978,,2786,0,,,,,,54597.0,1055921,27022,1055921,27022,,,,,,0,,0
2020-05-07,NY,B,20828.0,,951,,82197.0,82197.0,8665.0,627,,2976.0,,0,,,,,2425.0,327469,,3491,0,,,,,,55547.0,1089916,33995,1089916,33995,,,,,,0,,0
2020-05-08,NY,B,21045.0,,217,,82730.0,82730.0,8196.0,533,,2811.0,,0,,,,,2295.0,330407,,2938,0,,,,,,56378.0,1121543,31627,1121543,31627,,,,,,0,,0
2020-05-09,NY,B,21271.0,,226,,83285.0,83285.0,7776.0,555,,2664.0,,0,,,,,2203.0,333122,,2715,0,,,,,,57180.0,1153768,32225,1153768,32225,,,,,,0,,0
2020-05-10,NY,A,21478.0,,207,,83761.0,83761.0,7262.0,476,,2488.0,,0,,,,,2073.0,335395,,2273,0,,,,,,58006.0,1182998,29230,1182998,29230,,,,,,0,,0
2020-05-11,NY,A,21640.0,,162,,84194.0,84194.0,7226.0,433,,2450.0,,0,,,,,2020.0,337055,,1660,0,,,,,,58363.0,1204650,21652,1204650,21652,,,,,,0,,0
2020-05-12,NY,A,21845.0,,205,,84489.0,84489.0,7063.0,295,,2375.0,,0,,,,,1964.0,338485,,1430,0,,,,,,58679.0,1225113,20463,1225113,20463,,,,,,0,,0
2020-05-13,NY,A,22013.0,,168,,85008.0,85008.0,6946.0,519,,2308.0,,0,,,,,1908.0,340661,,2176,0,,,,,,59193.0,1258907,33794,1258907,33794,,,,,,0,,0
2020-05-14,NY,A,22170.0,,157,,85454.0,85454.0,6706.0,446,,2223.0,,0,,,,,1846.0,343051,,2390,0,,,,,,59758.0,1298757,39850,1298757,39850,,,,,,0,,0
2020-05-15,NY,A,22304.0,,134,,85782.0,85782.0,6394.0,328,,2156.0,,0,,,,,1774.0,345813,,2762,0,,,,,,60302.0,1338048,39291,1338048,39291,,,,,,0,,0
2020-05-16,NY,A,22478.0,,174,,86207.0,86207.0,6220.0,425,,2077.0,,0,,,,,1674.0,348232,,2419,0,,,,,,60796.0,1378717,40669,1378717,40669,,,,,,0,,0
2020-05-17,NY,A,22619.0,,141,,86575.0,86575.0,5897.0,368,,1981.0,,0,,,,,1601.0,350121,,1889,0,,,,,,61381.0,1413396,34679,1413396,34679,,,,,,0,,0
2020-05-18,NY,A,22729.0,,110,,86901.0,86901.0,5840.0,326,,1908.0,,0,,,,,1538.0,351371,,1250,0,,,,,,61681.0,1439557,26161,1439557,26161,,,,,,0,,0
2020-05-19,NY,A,22843.0,,114,,87169.0,87169.0,5818.0,268,,1836.0,,0,,,,,1481.0,352845,,1474,0,,,,,,61886.0,1467739,28182,1467739,28182,,,,,,0,,0
2020-05-20,NY,A,22976.0,,133,,87459.0,87459.0,5570.0,290,,1761.0,,0,,,,,1421.0,354370,,1525,0,,,,,,61886.0,1505836,38097,1505836,38097,,,,,,0,,0
2020-05-21,NY,A,23083.0,,107,,87638.0,87638.0,5187.0,179,,1695.0,,0,,,,,1345.0,356458,,2088,0,,,,,,62826.0,1555055,49219,1555055,49219,,,,,,0,,0
2020-05-22,NY,A,23195.0,,112,,87843.0,87843.0,4844.0,205,,1581.0,,0,,,,,1254.0,358154,,1696,0,,,,,,63292.0,1600793,45738,1600793,45738,,,,,,0,,0
2020-05-23,NY,A,23282.0,,87,,88083.0,88083.0,4642.0,240,,1502.0,,0,,,,,1254.0,359926,,1772,0,,,,,,63292.0,1652061,51268,1652061,51268,,,,,,0,,0
2020-05-24,NY,A,23391.0,,109,,88324.0,88324.0,4393.0,241,,1406.0,,0,,,,,1067.0,361515,,1589,0,,,,,,64080.0,1699826,47765,1699826,47765,,,,,,0,,0
2020-05-25,NY,A,23488.0,,97,,88554.0,88554.0,4348.0,230,,1366.0,,0,,,,,1058.0,362764,,1249,0,,,,,,64280.0,1739449,39623,1739449,39623,,,,,,0,,0
2020-05-26,NY,A,23564.0,,76,,88686.0,88686.0,4265.0,132,,1273.0,,0,,,,,1002.0,363836,,1072,0,,,,,,64443.0,1774128,34679,1774128,34679,,,,,,0,,0
2020-05-27,NY,A,23643.0,,79,,88866.0,88866.0,4208.0,180,,1261.0,,0,,,,,988.0,364965,,1129,0,,,,,,64632.0,1811544,37416,1811544,37416,,,,,,0,,0
2020-05-28,NY,A,23722.0,,79,,89042.0,89042.0,4010.0,176,,1219.0,,0,,,,,931.0,366733,,1768,0,,,,,,64954.0,1876789,65245,1876789,65245,,,,,,0,,0
2020-05-29,NY,A,23780.0,,58,,89194.0,89194.0,3781.0,152,,1164.0,,0,,,,,889.0,368284,,1551,0,,,,,,65289.0,1944130,67341,1944130,67341,,,,,,0,,0
2020-05-30,NY,A,23848.0,,68,,89400.0,89400.0,3619.0,206,,1124.0,,0,,,,,857.0,369660,,1376,0,,,,,,65609.0,2005381,61251,2005381,61251,,,,,,0,,0
2020-05-31,NY,A,23905.0,,57,,89590.0,89590.0,3436.0,190,,1050.0,,0,,,,,791.0,370770,,1110,0,,,,,,65934.0,2063825,58444,2063825,58444,,,,,,0,,0
2020-06-01,NY,A,23959.0,,54,,89703.0,89703.0,3331.0,113,,999.0,,0,,,,,746.0,371711,,941,0,,,,,,66110.0,2113777,49952,2113777,49952,,,,,,0,,0
2020-06-02,NY,A,24023.0,,64,,89861.0,89861.0,3121.0,158,,907.0,,0,,,,,673.0,373040,,1329,0,,,,,,66262.0,2167831,54054,2167831,54054,,,,,,0,,0
2020-06-03,NY,A,24079.0,,56,,89995.0,89995.0,2978.0,134,,865.0,,0,,,,,638.0,374085,,1045,0,,,,,,66502.0,2229473,61642,2229473,61642,,,,,,0,,0
2020-06-04,NY,A,24133.0,,54,,89995.0,89995.0,2849.0,0,,832.0,,0,,,,,613.0,375133,,1048,0,,,,,,66756.0,2293032,63559,2293032,63559,,,,,,0,,0
2020-06-05,NY,A,24175.0,,42,,89995.0,89995.0,2728.0,0,,758.0,,0,,,,,583.0,376208,,1075,0,,,,,,66992.0,2359512,66480,2359512,66480,,,,,,0,,0
2020-06-06,NY,A,24212.0,,37,,89995.0,89995.0,2603.0,0,,720.0,,0,,,,,554.0,377316,,1108,0,,,,,,67261.0,2437407,77895,2437407,77895,,,,,,0,,0
