,date,birdName,count
666,2017-05-27,Belted Kingfisher,0
667,2017-05-27,Black-and-white Warbler,0
668,2017-05-27,Black-throated Blue Warbler,0
669,2017-05-27,Black-throated Green Warbler,2
670,2017-05-27,Blue Jay,0
671,2017-05-27,Blue-gray Gnatcatcher,3
672,2017-05-27,Blue-headed Vireo,1
673,2017-05-27,Broad-winged Hawk,1
674,2017-05-27,Brown Thrasher,0
675,2017-05-27,Brown-headed Cowbird,0
676,2017-05-27,Carolina Chickadee,5
677,2017-05-27,Carolina Wren,1
678,2017-05-27,Cedar Waxwing,0
679,2017-05-27,Chimney Swift,0
680,2017-05-27,Chipping Sparrow,0
681,2017-05-27,Common Grackle,0
682,2017-05-27,Dark-eyed Junco,0
683,2017-05-27,Downy Woodpecker,0
684,2017-05-27,Eastern Bluebird,0
685,2017-05-27,Eastern Phoebe,2
686,2017-05-27,Eastern Screech-Owl,0
687,2017-05-27,Eastern Towhee,0
688,2017-05-27,Eastern Wood-Pewee,0
689,2017-05-27,Field Sparrow,0
690,2017-05-27,Golden-crowned Kinglet,0
691,2017-05-27,Great Blue Heron,0
692,2017-05-27,Great Crested Flycatcher,0
693,2017-05-27,Hairy Woodpecker,0
694,2017-05-27,Hooded Warbler,3
695,2017-05-27,Indigo Bunting,0
696,2017-05-27,Kentucky Warbler,0
697,2017-05-27,Louisiana Waterthrush,1
698,2017-05-27,Mourning Dove,0
699,2017-05-27,Northern Cardinal,1
700,2017-05-27,Northern Flicker,0
701,2017-05-27,Northern Parula,5
702,2017-05-27,Ovenbird,1
703,2017-05-27,Pileated Woodpecker,2
704,2017-05-27,Pine Warbler,0
705,2017-05-27,Red Crossbill,0
706,2017-05-27,Red-bellied Woodpecker,3
707,2017-05-27,Red-breasted Nuthatch,0
708,2017-05-27,Red-eyed Vireo,8
709,2017-05-27,Red-tailed Hawk,0
710,2017-05-27,Ruby-throated Hummingbird,0
711,2017-05-27,Ruffed Grouse,0
712,2017-05-27,Scarlet Tanager,0
713,2017-05-27,Summer Tanager,0
714,2017-05-27,Swainson's Thrush,0
715,2017-05-27,Tufted Titmouse,4
716,2017-05-27,Unknown Nuthatch,0
717,2017-05-27,Unknown Tanager,0
718,2017-05-27,White-breasted Nuthatch,0
719,2017-05-27,White-eyed Vireo,0
720,2017-05-27,Wild Turkey,0
721,2017-05-27,Wood Thrush,0
722,2017-05-27,Worm-eating Warbler,1
723,2017-05-27,Yellow-billed Cuckoo,0
724,2017-05-27,Yellow-throated Vireo,0
725,2017-05-27,Yellow-throated Warbler,2
726,2017-05-28,Acadian Flycatcher,2
727,2017-05-28,American Crow,5
728,2017-05-28,American Goldfinch,1
729,2017-05-28,American Robin,1
730,2017-05-28,American Woodcock,0
731,2017-05-28,Barred Owl,0
732,2017-05-28,Belted Kingfisher,0
733,2017-05-28,Black-and-white Warbler,2
734,2017-05-28,Black-throated Blue Warbler,0
735,2017-05-28,Black-throated Green Warbler,17
736,2017-05-28,Blue Jay,2
737,2017-05-28,Blue-gray Gnatcatcher,2
738,2017-05-28,Blue-headed Vireo,8
739,2017-05-28,Broad-winged Hawk,0
740,2017-05-28,Brown Thrasher,0
741,2017-05-28,Brown-headed Cowbird,1
742,2017-05-28,Carolina Chickadee,6
743,2017-05-28,Carolina Wren,1
744,2017-05-28,Cedar Waxwing,0
745,2017-05-28,Chimney Swift,0
746,2017-05-28,Chipping Sparrow,0
747,2017-05-28,Common Grackle,0
748,2017-05-28,Dark-eyed Junco,0
749,2017-05-28,Downy Woodpecker,1
750,2017-05-28,Eastern Bluebird,0
751,2017-05-28,Eastern Phoebe,2
752,2017-05-28,Eastern Screech-Owl,0
753,2017-05-28,Eastern Towhee,0
754,2017-05-28,Eastern Wood-Pewee,0
755,2017-05-28,Field Sparrow,0
756,2017-05-28,Golden-crowned Kinglet,0
757,2017-05-28,Great Blue Heron,0
758,2017-05-28,Great Crested Flycatcher,0
759,2017-05-28,Hairy Woodpecker,1
760,2017-05-28,Hooded Warbler,7
761,2017-05-28,Indigo Bunting,0
762,2017-05-28,Kentucky Warbler,0
763,2017-05-28,Louisiana Waterthrush,2
764,2017-05-28,Mourning Dove,0
765,2017-05-28,Northern Cardinal,2
766,2017-05-28,Northern Flicker,0
767,2017-05-28,Northern Parula,7
768,2017-05-28,Ovenbird,13
769,2017-05-28,Pileated Woodpecker,7
770,2017-05-28,Pine Warbler,0
771,2017-05-28,Red Crossbill,0
772,2017-05-28,Red-bellied Woodpecker,1
773,2017-05-28,Red-breasted Nuthatch,0
774,2017-05-28,Red-eyed Vireo,9
775,2017-05-28,Red-tailed Hawk,0
776,2017-05-28,Ruby-throated Hummingbird,1
777,2017-05-28,Ruffed Grouse,0
778,2017-05-28,Scarlet Tanager,4
779,2017-05-28,Summer Tanager,0
780,2017-05-28,Swainson's Thrush,0
781,2017-05-28,Tufted Titmouse,9
782,2017-05-28,Unknown Nuthatch,0
783,2017-05-28,Unknown Tanager,0
784,2017-05-28,White-breasted Nuthatch,0
785,2017-05-28,White-eyed Vireo,0
786,2017-05-28,Wild Turkey,0
787,2017-05-28,Wood Thrush,1
788,2017-05-28,Worm-eating Warbler,1
789,2017-05-28,Yellow-billed Cuckoo,0
790,2017-05-28,Yellow-throated Vireo,0
791,2017-05-28,Yellow-throated Warbler,3
792,2017-05-30,Acadian Flycatcher,18
793,2017-05-30,American Crow,3
794,2017-05-30,American Goldfinch,7
795,2017-05-30,American Robin,7
796,2017-05-30,American Woodcock,1
797,2017-05-30,Barred Owl,1
798,2017-05-30,Belted Kingfisher,0
799,2017-05-30,Black-and-white Warbler,7
800,2017-05-30,Black-throated Blue Warbler,0
801,2017-05-30,Black-throated Green Warbler,17
802,2017-05-30,Blue Jay,1
803,2017-05-30,Blue-gray Gnatcatcher,5
804,2017-05-30,Blue-headed Vireo,8
805,2017-05-30,Broad-winged Hawk,0
806,2017-05-30,Brown Thrasher,0
807,2017-05-30,Brown-headed Cowbird,0
808,2017-05-30,Carolina Chickadee,19
809,2017-05-30,Carolina Wren,8
810,2017-05-30,Cedar Waxwing,2
811,2017-05-30,Chimney Swift,1
812,2017-05-30,Chipping Sparrow,0
813,2017-05-30,Common Grackle,0
814,2017-05-30,Dark-eyed Junco,0
815,2017-05-30,Downy Woodpecker,2
816,2017-05-30,Eastern Bluebird,0
817,2017-05-30,Eastern Phoebe,1
818,2017-05-30,Eastern Screech-Owl,0
819,2017-05-30,Eastern Towhee,0
820,2017-05-30,Eastern Wood-Pewee,2
821,2017-05-30,Field Sparrow,0
822,2017-05-30,Golden-crowned Kinglet,0
823,2017-05-30,Great Blue Heron,0
824,2017-05-30,Great Crested Flycatcher,1
825,2017-05-30,Hairy Woodpecker,1
826,2017-05-30,Hooded Warbler,11
827,2017-05-30,Indigo Bunting,0
828,2017-05-30,Kentucky Warbler,0
829,2017-05-30,Louisiana Waterthrush,6
830,2017-05-30,Mourning Dove,0
831,2017-05-30,Northern Cardinal,2
832,2017-05-30,Northern Flicker,3
833,2017-05-30,Northern Parula,9
834,2017-05-30,Ovenbird,1
835,2017-05-30,Pileated Woodpecker,6
836,2017-05-30,Pine Warbler,2
837,2017-05-30,Red Crossbill,0
838,2017-05-30,Red-bellied Woodpecker,5
839,2017-05-30,Red-breasted Nuthatch,0
840,2017-05-30,Red-eyed Vireo,18
841,2017-05-30,Red-tailed Hawk,0
842,2017-05-30,Ruby-throated Hummingbird,2
843,2017-05-30,Ruffed Grouse,0
844,2017-05-30,Scarlet Tanager,11
845,2017-05-30,Summer Tanager,0
846,2017-05-30,Swainson's Thrush,0
847,2017-05-30,Tufted Titmouse,12
848,2017-05-30,Unknown Nuthatch,0
849,2017-05-30,Unknown Tanager,0
850,2017-05-30,White-breasted Nuthatch,2
851,2017-05-30,White-eyed Vireo,0
852,2017-05-30,Wild Turkey,2
853,2017-05-30,Wood Thrush,14
854,2017-05-30,Worm-eating Warbler,7
855,2017-05-30,Yellow-billed Cuckoo,1
856,2017-05-30,Yellow-throated Vireo,1
857,2017-05-30,Yellow-throated Warbler,10
858,2017-06-01,Acadian Flycatcher,0
859,2017-06-01,American Crow,3
860,2017-06-01,American Goldfinch,1
861,2017-06-01,American Robin,1
862,2017-06-01,American Woodcock,0
863,2017-06-01,Barred Owl,1
864,2017-06-01,Belted Kingfisher,0
865,2017-06-01,Black-and-white Warbler,4
866,2017-06-01,Black-throated Blue Warbler,0
867,2017-06-01,Black-throated Green Warbler,16
868,2017-06-01,Blue Jay,7
869,2017-06-01,Blue-gray Gnatcatcher,1
870,2017-06-01,Blue-headed Vireo,12
871,2017-06-01,Broad-winged Hawk,0
872,2017-06-01,Brown Thrasher,0
873,2017-06-01,Brown-headed Cowbird,4
874,2017-06-01,Carolina Chickadee,0
875,2017-06-01,Carolina Wren,1
876,2017-06-01,Cedar Waxwing,0
877,2017-06-01,Chimney Swift,0
878,2017-06-01,Chipping Sparrow,0
879,2017-06-01,Common Grackle,0
880,2017-06-01,Dark-eyed Junco,0
881,2017-06-01,Downy Woodpecker,1
882,2017-06-01,Eastern Bluebird,0
883,2017-06-01,Eastern Phoebe,1
884,2017-06-01,Eastern Screech-Owl,0
885,2017-06-01,Eastern Towhee,0
886,2017-06-01,Eastern Wood-Pewee,3
887,2017-06-01,Field Sparrow,0
888,2017-06-01,Golden-crowned Kinglet,0
889,2017-06-01,Great Blue Heron,0
890,2017-06-01,Great Crested Flycatcher,0
891,2017-06-01,Hairy Woodpecker,1
892,2017-06-01,Hooded Warbler,11
893,2017-06-01,Indigo Bunting,1
894,2017-06-01,Kentucky Warbler,0
895,2017-06-01,Louisiana Waterthrush,1
896,2017-06-01,Mourning Dove,0
897,2017-06-01,Northern Cardinal,0
898,2017-06-01,Northern Flicker,0
899,2017-06-01,Northern Parula,0
900,2017-06-01,Ovenbird,17
901,2017-06-01,Pileated Woodpecker,2
902,2017-06-01,Pine Warbler,1
903,2017-06-01,Red Crossbill,0
904,2017-06-01,Red-bellied Woodpecker,2
905,2017-06-01,Red-breasted Nuthatch,0
906,2017-06-01,Red-eyed Vireo,17
907,2017-06-01,Red-tailed Hawk,0
908,2017-06-01,Ruby-throated Hummingbird,0
909,2017-06-01,Ruffed Grouse,0
910,2017-06-01,Scarlet Tanager,5
911,2017-06-01,Summer Tanager,0
912,2017-06-01,Swainson's Thrush,0
913,2017-06-01,Tufted Titmouse,13
914,2017-06-01,Unknown Nuthatch,0
915,2017-06-01,Unknown Tanager,0
916,2017-06-01,White-breasted Nuthatch,1
917,2017-06-01,White-eyed Vireo,0
918,2017-06-01,Wild Turkey,0
919,2017-06-01,Wood Thrush,5
920,2017-06-01,Worm-eating Warbler,2
921,2017-06-01,Yellow-billed Cuckoo,0
922,2017-06-01,Yellow-throated Vireo,0
923,2017-06-01,Yellow-throated Warbler,0
924,2017-06-03,Acadian Flycatcher,0
925,2017-06-03,American Crow,3
926,2017-06-03,American Goldfinch,4
927,2017-06-03,American Robin,2
928,2017-06-03,American Woodcock,0
929,2017-06-03,Barred Owl,0
930,2017-06-03,Belted Kingfisher,0
931,2017-06-03,Black-and-white Warbler,6
932,2017-06-03,Black-throated Blue Warbler,0
933,2017-06-03,Black-throated Green Warbler,6
934,2017-06-03,Blue Jay,1
935,2017-06-03,Blue-gray Gnatcatcher,0
936,2017-06-03,Blue-headed Vireo,9
937,2017-06-03,Broad-winged Hawk,0
938,2017-06-03,Brown Thrasher,0
939,2017-06-03,Brown-headed Cowbird,3
940,2017-06-03,Carolina Chickadee,4
941,2017-06-03,Carolina Wren,0
942,2017-06-03,Cedar Waxwing,0
943,2017-06-03,Chimney Swift,2
944,2017-06-03,Chipping Sparrow,3
945,2017-06-03,Common Grackle,0
946,2017-06-03,Dark-eyed Junco,0
947,2017-06-03,Downy Woodpecker,2
948,2017-06-03,Eastern Bluebird,1
949,2017-06-03,Eastern Phoebe,2
950,2017-06-03,Eastern Screech-Owl,0
951,2017-06-03,Eastern Towhee,4
952,2017-06-03,Eastern Wood-Pewee,1
953,2017-06-03,Field Sparrow,0
954,2017-06-03,Golden-crowned Kinglet,0
955,2017-06-03,Great Blue Heron,0
956,2017-06-03,Great Crested Flycatcher,0
957,2017-06-03,Hairy Woodpecker,4
958,2017-06-03,Hooded Warbler,11
959,2017-06-03,Indigo Bunting,1
960,2017-06-03,Kentucky Warbler,0
961,2017-06-03,Louisiana Waterthrush,0
962,2017-06-03,Mourning Dove,0
963,2017-06-03,Northern Cardinal,2
964,2017-06-03,Northern Flicker,0
965,2017-06-03,Northern Parula,3
966,2017-06-03,Ovenbird,1
967,2017-06-03,Pileated Woodpecker,3
968,2017-06-03,Pine Warbler,2
969,2017-06-03,Red Crossbill,1
970,2017-06-03,Red-bellied Woodpecker,0
971,2017-06-03,Red-breasted Nuthatch,1
972,2017-06-03,Red-eyed Vireo,7
973,2017-06-03,Red-tailed Hawk,0
974,2017-06-03,Ruby-throated Hummingbird,2
975,2017-06-03,Ruffed Grouse,0
976,2017-06-03,Scarlet Tanager,10
977,2017-06-03,Summer Tanager,0
978,2017-06-03,Swainson's Thrush,0
979,2017-06-03,Tufted Titmouse,10
980,2017-06-03,Unknown Nuthatch,0
981,2017-06-03,Unknown Tanager,0
982,2017-06-03,White-breasted Nuthatch,1
983,2017-06-03,White-eyed Vireo,0
984,2017-06-03,Wild Turkey,0
985,2017-06-03,Wood Thrush,0
986,2017-06-03,Worm-eating Warbler,2
987,2017-06-03,Yellow-billed Cuckoo,0
988,2017-06-03,Yellow-throated Vireo,1
989,2017-06-03,Yellow-throated Warbler,1
990,2017-06-04,Acadian Flycatcher,0
991,2017-06-04,American Crow,0
992,2017-06-04,American Goldfinch,0
993,2017-06-04,American Robin,0
994,2017-06-04,American Woodcock,0
995,2017-06-04,Barred Owl,0
996,2017-06-04,Belted Kingfisher,0
997,2017-06-04,Black-and-white Warbler,3
998,2017-06-04,Black-throated Blue Warbler,0
999,2017-06-04,Black-throated Green Warbler,20
1000,2017-06-04,Blue Jay,1
1001,2017-06-04,Blue-gray Gnatcatcher,0
1002,2017-06-04,Blue-headed Vireo,3
1003,2017-06-04,Broad-winged Hawk,0
1004,2017-06-04,Brown Thrasher,0
1005,2017-06-04,Brown-headed Cowbird,1
1006,2017-06-04,Carolina Chickadee,4
1007,2017-06-04,Carolina Wren,1
1008,2017-06-04,Cedar Waxwing,0
1009,2017-06-04,Chimney Swift,0
1010,2017-06-04,Chipping Sparrow,0
1011,2017-06-04,Common Grackle,0
1012,2017-06-04,Dark-eyed Junco,0
1013,2017-06-04,Downy Woodpecker,1
1014,2017-06-04,Eastern Bluebird,0
1015,2017-06-04,Eastern Phoebe,1
1016,2017-06-04,Eastern Screech-Owl,0
1017,2017-06-04,Eastern Towhee,0
1018,2017-06-04,Eastern Wood-Pewee,1
1019,2017-06-04,Field Sparrow,0
1020,2017-06-04,Golden-crowned Kinglet,0
1021,2017-06-04,Great Blue Heron,0
1022,2017-06-04,Great Crested Flycatcher,0
1023,2017-06-04,Hairy Woodpecker,2
1024,2017-06-04,Hooded Warbler,0
1025,2017-06-04,Indigo Bunting,6
1026,2017-06-04,Kentucky Warbler,0
1027,2017-06-04,Louisiana Waterthrush,2
1028,2017-06-04,Mourning Dove,0
1029,2017-06-04,Northern Cardinal,1
1030,2017-06-04,Northern Flicker,2
1031,2017-06-04,Northern Parula,0
1032,2017-06-04,Ovenbird,2
1033,2017-06-04,Pileated Woodpecker,0
1034,2017-06-04,Pine Warbler,0
1035,2017-06-04,Red Crossbill,0
1036,2017-06-04,Red-bellied Woodpecker,0
1037,2017-06-04,Red-breasted Nuthatch,0
1038,2017-06-04,Red-eyed Vireo,24
1039,2017-06-04,Red-tailed Hawk,0
1040,2017-06-04,Ruby-throated Hummingbird,0
1041,2017-06-04,Ruffed Grouse,0
1042,2017-06-04,Scarlet Tanager,5
1043,2017-06-04,Summer Tanager,0
1044,2017-06-04,Swainson's Thrush,0
1045,2017-06-04,Tufted Titmouse,6
1046,2017-06-04,Unknown Nuthatch,0
1047,2017-06-04,Unknown Tanager,0
1048,2017-06-04,White-breasted Nuthatch,1
1049,2017-06-04,White-eyed Vireo,0
1050,2017-06-04,Wild Turkey,0
1051,2017-06-04,Wood Thrush,2
1052,2017-06-04,Worm-eating Warbler,2
1053,2017-06-04,Yellow-billed Cuckoo,0
1054,2017-06-04,Yellow-throated Vireo,0
1055,2017-06-04,Yellow-throated Warbler,0
1056,2018-05-21,Acadian Flycatcher,7
1057,2018-05-21,American Crow,1
1058,2018-05-21,American Goldfinch,2
1059,2018-05-21,American Robin,2
1060,2018-05-21,American Woodcock,0
1061,2018-05-21,Barred Owl,0
1062,2018-05-21,Belted Kingfisher,0
1063,2018-05-21,Black-and-white Warbler,2
1064,2018-05-21,Black-throated Blue Warbler,0
1065,2018-05-21,Black-throated Green Warbler,7
1066,2018-05-21,Blue Jay,2
1067,2018-05-21,Blue-gray Gnatcatcher,5
1068,2018-05-21,Blue-headed Vireo,4
1069,2018-05-21,Broad-winged Hawk,0
1070,2018-05-21,Brown Thrasher,0
1071,2018-05-21,Brown-headed Cowbird,2
1072,2018-05-21,Carolina Chickadee,5
1073,2018-05-21,Carolina Wren,7
1074,2018-05-21,Cedar Waxwing,1
1075,2018-05-21,Chimney Swift,0
1076,2018-05-21,Chipping Sparrow,0
1077,2018-05-21,Common Grackle,0
1078,2018-05-21,Dark-eyed Junco,1
1079,2018-05-21,Downy Woodpecker,0
1080,2018-05-21,Eastern Bluebird,0
1081,2018-05-21,Eastern Phoebe,1
1082,2018-05-21,Eastern Screech-Owl,0
1083,2018-05-21,Eastern Towhee,0
1084,2018-05-21,Eastern Wood-Pewee,0
1085,2018-05-21,Field Sparrow,0
1086,2018-05-21,Golden-crowned Kinglet,0
1087,2018-05-21,Great Blue Heron,0
1088,2018-05-21,Great Crested Flycatcher,0
1089,2018-05-21,Hairy Woodpecker,0
1090,2018-05-21,Hooded Warbler,10
1091,2018-05-21,Indigo Bunting,3
1092,2018-05-21,Kentucky Warbler,0
1093,2018-05-21,Louisiana Waterthrush,4
1094,2018-05-21,Mourning Dove,0
1095,2018-05-21,Northern Cardinal,2
1096,2018-05-21,Northern Flicker,0
1097,2018-05-21,Northern Parula,4
1098,2018-05-21,Ovenbird,2
1099,2018-05-21,Pileated Woodpecker,4
1100,2018-05-21,Pine Warbler,0
1101,2018-05-21,Red Crossbill,0
1102,2018-05-21,Red-bellied Woodpecker,1
1103,2018-05-21,Red-breasted Nuthatch,0
1104,2018-05-21,Red-eyed Vireo,11
1105,2018-05-21,Red-tailed Hawk,0
1106,2018-05-21,Ruby-throated Hummingbird,0
1107,2018-05-21,Ruffed Grouse,0
1108,2018-05-21,Scarlet Tanager,1
1109,2018-05-21,Summer Tanager,0
1110,2018-05-21,Swainson's Thrush,1
1111,2018-05-21,Tufted Titmouse,4
1112,2018-05-21,Unknown Nuthatch,0
1113,2018-05-21,Unknown Tanager,0
1114,2018-05-21,White-breasted Nuthatch,0
1115,2018-05-21,White-eyed Vireo,0
1116,2018-05-21,Wild Turkey,0
1117,2018-05-21,Wood Thrush,2
1118,2018-05-21,Worm-eating Warbler,0
1119,2018-05-21,Yellow-billed Cuckoo,0
1120,2018-05-21,Yellow-throated Vireo,2
1121,2018-05-21,Yellow-throated Warbler,3
1122,2018-05-22,Acadian Flycatcher,1
1123,2018-05-22,American Crow,4
1124,2018-05-22,American Goldfinch,3
1125,2018-05-22,American Robin,0
1126,2018-05-22,American Woodcock,0
1127,2018-05-22,Barred Owl,0
1128,2018-05-22,Belted Kingfisher,0
1129,2018-05-22,Black-and-white Warbler,5
1130,2018-05-22,Black-throated Blue Warbler,0
1131,2018-05-22,Black-throated Green Warbler,6
1132,2018-05-22,Blue Jay,0
1133,2018-05-22,Blue-gray Gnatcatcher,1
1134,2018-05-22,Blue-headed Vireo,6
1135,2018-05-22,Broad-winged Hawk,0
1136,2018-05-22,Brown Thrasher,0
1137,2018-05-22,Brown-headed Cowbird,0
1138,2018-05-22,Carolina Chickadee,6
1139,2018-05-22,Carolina Wren,6
1140,2018-05-22,Cedar Waxwing,2
1141,2018-05-22,Chimney Swift,1
1142,2018-05-22,Chipping Sparrow,0
1143,2018-05-22,Common Grackle,0
1144,2018-05-22,Dark-eyed Junco,0
1145,2018-05-22,Downy Woodpecker,0
1146,2018-05-22,Eastern Bluebird,0
1147,2018-05-22,Eastern Phoebe,0
1148,2018-05-22,Eastern Screech-Owl,0
1149,2018-05-22,Eastern Towhee,0
1150,2018-05-22,Eastern Wood-Pewee,0
1151,2018-05-22,Field Sparrow,0
1152,2018-05-22,Golden-crowned Kinglet,0
1153,2018-05-22,Great Blue Heron,0
1154,2018-05-22,Great Crested Flycatcher,0
1155,2018-05-22,Hairy Woodpecker,1
1156,2018-05-22,Hooded Warbler,7
1157,2018-05-22,Indigo Bunting,1
1158,2018-05-22,Kentucky Warbler,0
1159,2018-05-22,Louisiana Waterthrush,4
1160,2018-05-22,Mourning Dove,0
1161,2018-05-22,Northern Cardinal,2
1162,2018-05-22,Northern Flicker,0
1163,2018-05-22,Northern Parula,4
1164,2018-05-22,Ovenbird,10
1165,2018-05-22,Pileated Woodpecker,5
1166,2018-05-22,Pine Warbler,0
1167,2018-05-22,Red Crossbill,0
1168,2018-05-22,Red-bellied Woodpecker,0
1169,2018-05-22,Red-breasted Nuthatch,0
1170,2018-05-22,Red-eyed Vireo,8
1171,2018-05-22,Red-tailed Hawk,0
1172,2018-05-22,Ruby-throated Hummingbird,1
1173,2018-05-22,Ruffed Grouse,0
1174,2018-05-22,Scarlet Tanager,2
1175,2018-05-22,Summer Tanager,0
1176,2018-05-22,Swainson's Thrush,0
1177,2018-05-22,Tufted Titmouse,9
1178,2018-05-22,Unknown Nuthatch,0
1179,2018-05-22,Unknown Tanager,0
1180,2018-05-22,White-breasted Nuthatch,0
1181,2018-05-22,White-eyed Vireo,0
1182,2018-05-22,Wild Turkey,0
1183,2018-05-22,Wood Thrush,1
1184,2018-05-22,Worm-eating Warbler,0
1185,2018-05-22,Yellow-billed Cuckoo,0
1186,2018-05-22,Yellow-throated Vireo,0
1187,2018-05-22,Yellow-throated Warbler,5
1188,2018-05-23,Acadian Flycatcher,0
1189,2018-05-23,American Crow,3
1190,2018-05-23,American Goldfinch,2
1191,2018-05-23,American Robin,1
1192,2018-05-23,American Woodcock,0
1193,2018-05-23,Barred Owl,0
1194,2018-05-23,Belted Kingfisher,0
1195,2018-05-23,Black-and-white Warbler,5
1196,2018-05-23,Black-throated Blue Warbler,0
1197,2018-05-23,Black-throated Green Warbler,6
1198,2018-05-23,Blue Jay,1
1199,2018-05-23,Blue-gray Gnatcatcher,1
1200,2018-05-23,Blue-headed Vireo,1
1201,2018-05-23,Broad-winged Hawk,0
1202,2018-05-23,Brown Thrasher,0
1203,2018-05-23,Brown-headed Cowbird,0
1204,2018-05-23,Carolina Chickadee,2
1205,2018-05-23,Carolina Wren,4
1206,2018-05-23,Cedar Waxwing,2
1207,2018-05-23,Chimney Swift,1
1208,2018-05-23,Chipping Sparrow,0
1209,2018-05-23,Common Grackle,0
1210,2018-05-23,Dark-eyed Junco,1
1211,2018-05-23,Downy Woodpecker,0
1212,2018-05-23,Eastern Bluebird,0
1213,2018-05-23,Eastern Phoebe,1
1214,2018-05-23,Eastern Screech-Owl,0
1215,2018-05-23,Eastern Towhee,3
1216,2018-05-23,Eastern Wood-Pewee,0
1217,2018-05-23,Field Sparrow,0
1218,2018-05-23,Golden-crowned Kinglet,0
1219,2018-05-23,Great Blue Heron,0
1220,2018-05-23,Great Crested Flycatcher,0
1221,2018-05-23,Hairy Woodpecker,1
1222,2018-05-23,Hooded Warbler,9
1223,2018-05-23,Indigo Bunting,0
1224,2018-05-23,Kentucky Warbler,0
1225,2018-05-23,Louisiana Waterthrush,2
1226,2018-05-23,Mourning Dove,0
1227,2018-05-23,Northern Cardinal,0
1228,2018-05-23,Northern Flicker,0
1229,2018-05-23,Northern Parula,2
1230,2018-05-23,Ovenbird,3
1231,2018-05-23,Pileated Woodpecker,2
1232,2018-05-23,Pine Warbler,0
1233,2018-05-23,Red Crossbill,0
1234,2018-05-23,Red-bellied Woodpecker,1
1235,2018-05-23,Red-breasted Nuthatch,0
1236,2018-05-23,Red-eyed Vireo,5
1237,2018-05-23,Red-tailed Hawk,0
1238,2018-05-23,Ruby-throated Hummingbird,1
1239,2018-05-23,Ruffed Grouse,0
1240,2018-05-23,Scarlet Tanager,5
1241,2018-05-23,Summer Tanager,0
1242,2018-05-23,Swainson's Thrush,0
1243,2018-05-23,Tufted Titmouse,9
1244,2018-05-23,Unknown Nuthatch,0
1245,2018-05-23,Unknown Tanager,0
1246,2018-05-23,White-breasted Nuthatch,1
1247,2018-05-23,White-eyed Vireo,0
1248,2018-05-23,Wild Turkey,1
1249,2018-05-23,Wood Thrush,0
1250,2018-05-23,Worm-eating Warbler,1
1251,2018-05-23,Yellow-billed Cuckoo,0
1252,2018-05-23,Yellow-throated Vireo,0
1253,2018-05-23,Yellow-throated Warbler,4
1254,2018-05-24,Acadian Flycatcher,4
1255,2018-05-24,American Crow,1
1256,2018-05-24,American Goldfinch,0
1257,2018-05-24,American Robin,1
1258,2018-05-24,American Woodcock,0
1259,2018-05-24,Barred Owl,0
1260,2018-05-24,Belted Kingfisher,0
1261,2018-05-24,Black-and-white Warbler,1
1262,2018-05-24,Black-throated Blue Warbler,0
1263,2018-05-24,Black-throated Green Warbler,10
1264,2018-05-24,Blue Jay,0
1265,2018-05-24,Blue-gray Gnatcatcher,2
1266,2018-05-24,Blue-headed Vireo,1
1267,2018-05-24,Broad-winged Hawk,0
1268,2018-05-24,Brown Thrasher,0
1269,2018-05-24,Brown-headed Cowbird,0
1270,2018-05-24,Carolina Chickadee,4
1271,2018-05-24,Carolina Wren,2
1272,2018-05-24,Cedar Waxwing,0
1273,2018-05-24,Chimney Swift,0
1274,2018-05-24,Chipping Sparrow,0
1275,2018-05-24,Common Grackle,0
1276,2018-05-24,Dark-eyed Junco,2
1277,2018-05-24,Downy Woodpecker,1
1278,2018-05-24,Eastern Bluebird,0
1279,2018-05-24,Eastern Phoebe,0
1280,2018-05-24,Eastern Screech-Owl,0
1281,2018-05-24,Eastern Towhee,0
1282,2018-05-24,Eastern Wood-Pewee,0
1283,2018-05-24,Field Sparrow,0
1284,2018-05-24,Golden-crowned Kinglet,1
1285,2018-05-24,Great Blue Heron,0
1286,2018-05-24,Great Crested Flycatcher,0
1287,2018-05-24,Hairy Woodpecker,0
1288,2018-05-24,Hooded Warbler,5
1289,2018-05-24,Indigo Bunting,0
1290,2018-05-24,Kentucky Warbler,0
1291,2018-05-24,Louisiana Waterthrush,5
1292,2018-05-24,Mourning Dove,0
1293,2018-05-24,Northern Cardinal,1
1294,2018-05-24,Northern Flicker,0
1295,2018-05-24,Northern Parula,6
1296,2018-05-24,Ovenbird,7
1297,2018-05-24,Pileated Woodpecker,0
1298,2018-05-24,Pine Warbler,0
1299,2018-05-24,Red Crossbill,0
1300,2018-05-24,Red-bellied Woodpecker,1
1301,2018-05-24,Red-breasted Nuthatch,0
1302,2018-05-24,Red-eyed Vireo,12
1303,2018-05-24,Red-tailed Hawk,0
1304,2018-05-24,Ruby-throated Hummingbird,0
1305,2018-05-24,Ruffed Grouse,0
1306,2018-05-24,Scarlet Tanager,1
1307,2018-05-24,Summer Tanager,0
1308,2018-05-24,Swainson's Thrush,0
1309,2018-05-24,Tufted Titmouse,3
1310,2018-05-24,Unknown Nuthatch,0
1311,2018-05-24,Unknown Tanager,0
1312,2018-05-24,White-breasted Nuthatch,0
1313,2018-05-24,White-eyed Vireo,0
1314,2018-05-24,Wild Turkey,0
1315,2018-05-24,Wood Thrush,0
1316,2018-05-24,Worm-eating Warbler,1
