,date,birdName,count
1317,2018-05-24,Yellow-billed Cuckoo,0
1318,2018-05-24,Yellow-throated Vireo,0
1319,2018-05-24,Yellow-throated Warbler,0
1320,2018-05-25,Acadian Flycatcher,0
1321,2018-05-25,American Crow,0
1322,2018-05-25,American Goldfinch,0
1323,2018-05-25,American Robin,0
1324,2018-05-25,American Woodcock,0
1325,2018-05-25,Barred Owl,0
1326,2018-05-25,Belted Kingfisher,0
1327,2018-05-25,Black-and-white Warbler,3
1328,2018-05-25,Black-throated Blue Warbler,3
1329,2018-05-25,Black-throated Green Warbler,7
1330,2018-05-25,Blue Jay,0
1331,2018-05-25,Blue-gray Gnatcatcher,0
1332,2018-05-25,Blue-headed Vireo,3
1333,2018-05-25,Broad-winged Hawk,0
1334,2018-05-25,Brown Thrasher,0
1335,2018-05-25,Brown-headed Cowbird,0
1336,2018-05-25,Carolina Chickadee,2
1337,2018-05-25,Carolina Wren,0
1338,2018-05-25,Cedar Waxwing,1
1339,2018-05-25,Chimney Swift,3
1340,2018-05-25,Chipping Sparrow,0
1341,2018-05-25,Common Grackle,0
1342,2018-05-25,Dark-eyed Junco,4
1343,2018-05-25,Downy Woodpecker,0
1344,2018-05-25,Eastern Bluebird,0
1345,2018-05-25,Eastern Phoebe,0
1346,2018-05-25,Eastern Screech-Owl,0
1347,2018-05-25,Eastern Towhee,1
1348,2018-05-25,Eastern Wood-Pewee,0
1349,2018-05-25,Field Sparrow,0
1350,2018-05-25,Golden-crowned Kinglet,0
1351,2018-05-25,Great Blue Heron,0
1352,2018-05-25,Great Crested Flycatcher,0
1353,2018-05-25,Hairy Woodpecker,0
1354,2018-05-25,Hooded Warbler,6
1355,2018-05-25,Indigo Bunting,1
1356,2018-05-25,Kentucky Warbler,0
1357,2018-05-25,Louisiana Waterthrush,1
1358,2018-05-25,Mourning Dove,0
1359,2018-05-25,Northern Cardinal,1
1360,2018-05-25,Northern Flicker,0
1361,2018-05-25,Northern Parula,1
1362,2018-05-25,Ovenbird,6
1363,2018-05-25,Pileated Woodpecker,1
1364,2018-05-25,Pine Warbler,0
1365,2018-05-25,Red Crossbill,0
1366,2018-05-25,Red-bellied Woodpecker,0
1367,2018-05-25,Red-breasted Nuthatch,0
1368,2018-05-25,Red-eyed Vireo,10
1369,2018-05-25,Red-tailed Hawk,0
1370,2018-05-25,Ruby-throated Hummingbird,0
1371,2018-05-25,Ruffed Grouse,0
1372,2018-05-25,Scarlet Tanager,2
1373,2018-05-25,Summer Tanager,0
1374,2018-05-25,Swainson's Thrush,0
1375,2018-05-25,Tufted Titmouse,3
1376,2018-05-25,Unknown Nuthatch,0
1377,2018-05-25,Unknown Tanager,0
1378,2018-05-25,White-breasted Nuthatch,1
1379,2018-05-25,White-eyed Vireo,0
1380,2018-05-25,Wild Turkey,0
1381,2018-05-25,Wood Thrush,0
1382,2018-05-25,Worm-eating Warbler,0
1383,2018-05-25,Yellow-billed Cuckoo,0
1384,2018-05-25,Yellow-throated Vireo,0
1385,2018-05-25,Yellow-throated Warbler,0
1386,2018-05-26,Acadian Flycatcher,0
1387,2018-05-26,American Crow,1
1388,2018-05-26,American Goldfinch,0
1389,2018-05-26,American Robin,0
1390,2018-05-26,American Woodcock,0
1391,2018-05-26,Barred Owl,0
1392,2018-05-26,Belted Kingfisher,0
1393,2018-05-26,Black-and-white Warbler,2
1394,2018-05-26,Black-throated Blue Warbler,0
1395,2018-05-26,Black-throated Green Warbler,18
1396,2018-05-26,Blue Jay,1
1397,2018-05-26,Blue-gray Gnatcatcher,0
1398,2018-05-26,Blue-headed Vireo,1
1399,2018-05-26,Broad-winged Hawk,0
1400,2018-05-26,Brown Thrasher,0
1401,2018-05-26,Brown-headed Cowbird,0
1402,2018-05-26,Carolina Chickadee,2
1403,2018-05-26,Carolina Wren,1
1404,2018-05-26,Cedar Waxwing,0
1405,2018-05-26,Chimney Swift,0
1406,2018-05-26,Chipping Sparrow,0
1407,2018-05-26,Common Grackle,0
1408,2018-05-26,Dark-eyed Junco,0
1409,2018-05-26,Downy Woodpecker,0
1410,2018-05-26,Eastern Bluebird,0
1411,2018-05-26,Eastern Phoebe,1
1412,2018-05-26,Eastern Screech-Owl,0
1413,2018-05-26,Eastern Towhee,0
1414,2018-05-26,Eastern Wood-Pewee,0
1415,2018-05-26,Field Sparrow,0
1416,2018-05-26,Golden-crowned Kinglet,0
1417,2018-05-26,Great Blue Heron,0
1418,2018-05-26,Great Crested Flycatcher,0
1419,2018-05-26,Hairy Woodpecker,1
1420,2018-05-26,Hooded Warbler,8
1421,2018-05-26,Indigo Bunting,0
1422,2018-05-26,Kentucky Warbler,0
1423,2018-05-26,Louisiana Waterthrush,0
1424,2018-05-26,Mourning Dove,0
1425,2018-05-26,Northern Cardinal,0
1426,2018-05-26,Northern Flicker,0
1427,2018-05-26,Northern Parula,1
1428,2018-05-26,Ovenbird,9
1429,2018-05-26,Pileated Woodpecker,2
1430,2018-05-26,Pine Warbler,0
1431,2018-05-26,Red Crossbill,0
1432,2018-05-26,Red-bellied Woodpecker,0
1433,2018-05-26,Red-breasted Nuthatch,0
1434,2018-05-26,Red-eyed Vireo,15
1435,2018-05-26,Red-tailed Hawk,0
1436,2018-05-26,Ruby-throated Hummingbird,0
1437,2018-05-26,Ruffed Grouse,0
1438,2018-05-26,Scarlet Tanager,6
1439,2018-05-26,Summer Tanager,0
1440,2018-05-26,Swainson's Thrush,0
1441,2018-05-26,Tufted Titmouse,8
1442,2018-05-26,Unknown Nuthatch,0
1443,2018-05-26,Unknown Tanager,0
1444,2018-05-26,White-breasted Nuthatch,0
1445,2018-05-26,White-eyed Vireo,0
1446,2018-05-26,Wild Turkey,0
1447,2018-05-26,Wood Thrush,1
1448,2018-05-26,Worm-eating Warbler,0
1449,2018-05-26,Yellow-billed Cuckoo,0
1450,2018-05-26,Yellow-throated Vireo,0
1451,2018-05-26,Yellow-throated Warbler,0
1452,2018-05-27,Acadian Flycatcher,0
1453,2018-05-27,American Crow,0
1454,2018-05-27,American Goldfinch,1
1455,2018-05-27,American Robin,0
1456,2018-05-27,American Woodcock,0
1457,2018-05-27,Barred Owl,0
1458,2018-05-27,Belted Kingfisher,0
1459,2018-05-27,Black-and-white Warbler,6
1460,2018-05-27,Black-throated Blue Warbler,0
1461,2018-05-27,Black-throated Green Warbler,3
1462,2018-05-27,Blue Jay,0
1463,2018-05-27,Blue-gray Gnatcatcher,2
1464,2018-05-27,Blue-headed Vireo,3
1465,2018-05-27,Broad-winged Hawk,0
1466,2018-05-27,Brown Thrasher,0
1467,2018-05-27,Brown-headed Cowbird,0
1468,2018-05-27,Carolina Chickadee,1
1469,2018-05-27,Carolina Wren,4
1470,2018-05-27,Cedar Waxwing,1
1471,2018-05-27,Chimney Swift,2
1472,2018-05-27,Chipping Sparrow,0
1473,2018-05-27,Common Grackle,0
1474,2018-05-27,Dark-eyed Junco,0
1475,2018-05-27,Downy Woodpecker,0
1476,2018-05-27,Eastern Bluebird,1
1477,2018-05-27,Eastern Phoebe,0
1478,2018-05-27,Eastern Screech-Owl,0
1479,2018-05-27,Eastern Towhee,4
1480,2018-05-27,Eastern Wood-Pewee,2
1481,2018-05-27,Field Sparrow,1
1482,2018-05-27,Golden-crowned Kinglet,0
1483,2018-05-27,Great Blue Heron,0
1484,2018-05-27,Great Crested Flycatcher,0
1485,2018-05-27,Hairy Woodpecker,1
1486,2018-05-27,Hooded Warbler,2
1487,2018-05-27,Indigo Bunting,14
1488,2018-05-27,Kentucky Warbler,0
1489,2018-05-27,Louisiana Waterthrush,0
1490,2018-05-27,Mourning Dove,1
1491,2018-05-27,Northern Cardinal,0
1492,2018-05-27,Northern Flicker,1
1493,2018-05-27,Northern Parula,0
1494,2018-05-27,Ovenbird,2
1495,2018-05-27,Pileated Woodpecker,2
1496,2018-05-27,Pine Warbler,3
1497,2018-05-27,Red Crossbill,0
1498,2018-05-27,Red-bellied Woodpecker,2
1499,2018-05-27,Red-breasted Nuthatch,0
1500,2018-05-27,Red-eyed Vireo,5
1501,2018-05-27,Red-tailed Hawk,0
1502,2018-05-27,Ruby-throated Hummingbird,0
1503,2018-05-27,Ruffed Grouse,0
1504,2018-05-27,Scarlet Tanager,1
1505,2018-05-27,Summer Tanager,0
1506,2018-05-27,Swainson's Thrush,0
1507,2018-05-27,Tufted Titmouse,9
1508,2018-05-27,Unknown Nuthatch,0
1509,2018-05-27,Unknown Tanager,0
1510,2018-05-27,White-breasted Nuthatch,2
1511,2018-05-27,White-eyed Vireo,0
1512,2018-05-27,Wild Turkey,0
1513,2018-05-27,Wood Thrush,0
1514,2018-05-27,Worm-eating Warbler,1
1515,2018-05-27,Yellow-billed Cuckoo,1
1516,2018-05-27,Yellow-throated Vireo,0
1517,2018-05-27,Yellow-throated Warbler,0
1518,2018-05-28,Acadian Flycatcher,1
1519,2018-05-28,American Crow,1
1520,2018-05-28,American Goldfinch,0
1521,2018-05-28,American Robin,0
1522,2018-05-28,American Woodcock,0
1523,2018-05-28,Barred Owl,0
1524,2018-05-28,Belted Kingfisher,0
1525,2018-05-28,Black-and-white Warbler,2
1526,2018-05-28,Black-throated Blue Warbler,0
1527,2018-05-28,Black-throated Green Warbler,2
1528,2018-05-28,Blue Jay,0
1529,2018-05-28,Blue-gray Gnatcatcher,1
1530,2018-05-28,Blue-headed Vireo,1
1531,2018-05-28,Broad-winged Hawk,0
1532,2018-05-28,Brown Thrasher,0
1533,2018-05-28,Brown-headed Cowbird,0
1534,2018-05-28,Carolina Chickadee,1
1535,2018-05-28,Carolina Wren,1
1536,2018-05-28,Cedar Waxwing,0
1537,2018-05-28,Chimney Swift,0
1538,2018-05-28,Chipping Sparrow,0
1539,2018-05-28,Common Grackle,0
1540,2018-05-28,Dark-eyed Junco,0
1541,2018-05-28,Downy Woodpecker,0
1542,2018-05-28,Eastern Bluebird,0
1543,2018-05-28,Eastern Phoebe,0
1544,2018-05-28,Eastern Screech-Owl,0
1545,2018-05-28,Eastern Towhee,0
1546,2018-05-28,Eastern Wood-Pewee,0
1547,2018-05-28,Field Sparrow,0
1548,2018-05-28,Golden-crowned Kinglet,0
1549,2018-05-28,Great Blue Heron,0
1550,2018-05-28,Great Crested Flycatcher,0
1551,2018-05-28,Hairy Woodpecker,0
1552,2018-05-28,Hooded Warbler,4
1553,2018-05-28,Indigo Bunting,0
1554,2018-05-28,Kentucky Warbler,0
1555,2018-05-28,Louisiana Waterthrush,2
1556,2018-05-28,Mourning Dove,0
1557,2018-05-28,Northern Cardinal,0
1558,2018-05-28,Northern Flicker,0
1559,2018-05-28,Northern Parula,3
1560,2018-05-28,Ovenbird,2
1561,2018-05-28,Pileated Woodpecker,1
1562,2018-05-28,Pine Warbler,0
1563,2018-05-28,Red Crossbill,0
1564,2018-05-28,Red-bellied Woodpecker,1
1565,2018-05-28,Red-breasted Nuthatch,0
1566,2018-05-28,Red-eyed Vireo,2
1567,2018-05-28,Red-tailed Hawk,0
1568,2018-05-28,Ruby-throated Hummingbird,0
1569,2018-05-28,Ruffed Grouse,0
1570,2018-05-28,Scarlet Tanager,1
1571,2018-05-28,Summer Tanager,0
1572,2018-05-28,Swainson's Thrush,0
1573,2018-05-28,Tufted Titmouse,2
1574,2018-05-28,Unknown Nuthatch,0
1575,2018-05-28,Unknown Tanager,0
1576,2018-05-28,White-breasted Nuthatch,0
1577,2018-05-28,White-eyed Vireo,0
1578,2018-05-28,Wild Turkey,0
1579,2018-05-28,Wood Thrush,1
1580,2018-05-28,Worm-eating Warbler,0
1581,2018-05-28,Yellow-billed Cuckoo,0
1582,2018-05-28,Yellow-throated Vireo,0
1583,2018-05-28,Yellow-throated Warbler,0
